"","Altura","Estado"
"1363","2.6","B"
"1364","0.845","B"
"1365","0.531","B"
"1366","2.12","B"
"1367","2.634","B"
"1368","2.911","B"
"1369","1.004","B"
"1370","2.434","B"
"1371","2.501","B"
"1372","0.692","B"
"1373","1.281","B"
"1374","1.916","B"
"1375","1.809","B"
"1376","1.718","B"
"1377","1.96","B"
"1378","1.284","B"
"1379","1.95","B"
"1380","1.294","B"
"1381","1.218","B"
"1382","0.94","B"
"1383","1.102","B"
"1384","1.585","B"
"1385","1.771","B"
"1386","2.168","B"
"1387","1.863","B"
"1388","1.389","B"
"1389","1.026","B"
"1390","2.663","B"
"1391","2.274","B"
"1392","1.456","B"
"1393","1.661","B"
"1394","1.019","B"
"1395","0.96","B"
"1396","1.579","B"
"1397","1.974","B"
"1398","0.412","B"
"1399","1.741","B"
"1400","1.661","B"
"1401","2.416","B"
"1402","1.187","B"
"1403","1.249","B"
"1404","2.326","B"
"1405","1.61","B"
"1406","1.511","B"
"1407","1.836","B"
"1408","1.871","B"
"1409","1.778","B"
"1410","0.769","B"
"1411","1.781","B"
"1412","2.314","B"
"1413","1.27","B"
"1414","1.409","B"
"1415","1.602","B"
"1416","1.666","B"
"1417","0.959","B"
"1418","1.753","B"
"1419","2.375","B"
"1420","1.757","B"
"1421","1.197","B"
"1422","1.936","B"
"1423","1.745","B"
"1424","1.31","B"
"1425","1.846","B"
"1426","1.938","B"
"1427","1.184","B"
"1428","1.14","B"
"1429","1.788","B"
"1430","2.044","B"
"1431","0.677","B"
"1432","2.053","B"
"1433","1.71","B"
"1434","1.096","B"
"1435","1.787","B"
"1436","0.468","B"
"1437","1.984","B"
"1438","1.64","B"
"1439","2.167","B"
"1440","1.96","B"
"1441","1.029","B"
"1442","2.03","B"
"1443","1.518","B"
"1444","2.326","B"
"1445","1.217","B"
"1446","2.386","B"
"1447","2.688","B"
"1448","1.352","B"
"1449","1.601","B"
"1450","2.111","B"
"1451","-0.002","B"
"1452","1.624","B"
"1453","1.512","B"
"1454","1.503","B"
"1455","1.323","B"
"1456","1.866","B"
"1457","1.457","B"
"1458","1.712","B"
"1459","1.834","B"
"1460","0.898","B"
"1461","2.451","B"
"1462","1.175","B"
"1463","1.145","B"
"1464","1.311","B"
"1465","1.469","B"
"1466","1.578","B"
"1467","1.938","B"
"1468","1.099","B"
"1469","1.015","B"
"1470","0.804","B"
"1471","2.556","B"
"1472","1.97","B"
"1473","1.037","B"
"1474","1.658","B"
"1475","1.407","B"
"1476","1.643","B"
"1477","1.259","B"
"1478","1.466","B"
"1479","2.107","B"
"1480","1.509","B"
"1481","1.28","B"
"1482","1.408","B"
"1483","1.751","B"
"1484","1.33","B"
"1485","1.518","B"
"1486","1.248","B"
"1487","1.998","B"
"1488","1.436","B"
"1489","0.969","B"
"1490","1.956","B"
"1491","1.527","B"
"1492","1.633","B"
"1493","2.16","B"
"1494","1.738","B"
"1495","2.001","B"
"1496","1.615","B"
"1497","2.558","B"
"1498","2.065","B"
"1499","1.515","B"
"1500","1.196","B"
"1501","1.641","B"
"1502","1.599","B"
"1503","0.752","B"
"1504","1.606","B"
"1505","2.226","B"
"1506","2.947","B"
"1507","1.409","B"
"1508","2.15","B"
"1509","2.495","B"
"1510","1.843","B"
"1511","1.844","B"
"1512","1.394","B"
"1513","1.822","B"
"1514","2.21","B"
"1515","2.09","B"
"1516","1.405","B"
"1517","1.048","B"
"1518","1.366","B"
"1519","1.1","B"
"1520","0.367","B"
"1521","1.171","B"
"1522","2.025","B"
"1523","1.757","B"
"1524","1.643","B"
"1525","2.002","B"
"1526","0.968","B"
"1527","2.416","B"
"1528","0.833","B"
"1529","1.365","B"
"1530","2.697","B"
"1531","1.996","B"
"1532","2.01","B"
"1533","1.992","B"
"1534","1.329","B"
"1535","1.57","B"
"1536","1.244","B"
"1537","1.44","B"
"1538","2.036","B"
"1539","1.454","B"
"1540","2.269","B"
"1541","1.508","B"
"1542","1.729","B"
"1543","1.424","B"
"1544","1.808","B"
"1545","1.88","B"
"1546","1.653","B"
"1547","1.643","B"
"1548","2.302","B"
"1549","1.442","B"
"1550","1.01","B"
"1551","2.005","B"
"1552","1.954","B"
"1553","1.289","B"
"1554","1.578","B"
"1555","1.735","B"
"1556","1.062","B"
"1557","0.874","B"
"1558","2.152","B"
"1559","0.685","B"
"1560","1.816","B"
"1561","0.952","B"
"1562","1.063","B"
"1563","1.593","B"
"1564","2.423","B"
"1565","1.137","B"
"1566","1.718","B"
"1567","2.169","B"
"1568","1.637","B"
"1569","1.491","B"
"1570","1.253","B"
"1571","1.198","B"
"1572","1.329","B"
"1573","2.152","B"
"1574","1.252","B"
"1575","1.862","B"
"1576","0.985","B"
"1577","1.586","B"
"1578","1.944","B"
"1579","1.286","B"
"1580","1.712","B"
"1581","1.015","B"
"1582","1.635","B"
"1583","1.917","B"
"1584","1.503","B"
"1585","1.418","B"
"1586","2.117","B"
"1587","1.579","B"
"1588","1.253","B"
"1589","1.005","B"
"1590","1.165","B"
"1591","0.998","B"
"1592","1.514","B"
"1593","1.568","B"
"1594","0.535","B"
"1595","1.475","B"
"1596","2.234","B"
"1597","0.551","B"
"1598","1.226","B"
"1599","0.574","B"
"1600","1.332","B"
"1601","1.66","B"
"1602","1.542","B"
"1603","1.481","B"
"1604","1.42","B"
"1605","1.532","B"
"1606","2.477","B"
"1607","2.321","B"
"1608","0.558","B"
"1609","1.166","B"
"1610","1.031","B"
"1611","1.236","B"
"1612","0.939","B"
"1613","2.07","B"
"1614","1.263","B"
"1615","2.138","B"
"1616","1.124","B"
"1617","1.817","B"
"1618","2.135","B"
"1619","2.404","B"
"1620","1.369","B"
"1621","2.063","B"
"1622","1.918","B"
"1623","1.529","B"
"1624","1.809","B"
"1625","2.234","B"
"1626","1.556","B"
"1627","1.44","B"
"1628","0.926","B"
"1629","2.188","B"
"1630","1.866","B"
"1631","1.44","B"
"1632","1.938","B"
"1633","1.317","B"
"1634","3.168","B"
"1635","1.956","B"
"1636","2.22","B"
"1637","0.629","B"
"1638","2.167","B"
"1639","1.263","B"
"1640","1.87","B"
"1641","1.469","B"
"1642","2.1","B"
"1643","2.437","B"
"1644","2.214","B"
"1645","1.65","B"
"1646","1.428","B"
"1647","1.551","B"
"1648","2.044","B"
"1649","1.369","B"
"1650","1.093","B"
"1651","1.911","B"
"1652","1.757","B"
"1653","1.166","B"
"1654","1.63","B"
"1655","1.565","B"
"1656","1.593","B"
"1657","2.318","B"
"1658","0.662","B"
"1659","1.841","B"
"1660","2.098","B"
"1661","1.414","B"
"1662","1.758","B"
"1663","1.25","B"
"1664","1.369","B"
"1665","1.571","B"
"1666","1.191","B"
"1667","1.22","B"
"1668","1.139","B"
"1669","1.902","B"
"1670","1.628","B"
"1671","2.016","B"
"1672","1.971","B"
"1673","2.302","B"
"1674","1.654","B"
"1675","1.639","B"
"1676","2.441","B"
"1677","0.936","B"
"1678","1.383","B"
"1679","2.378","B"
"1680","1.629","B"
"1681","1.966","B"
"1682","1.197","B"
"1683","1.349","B"
"1684","0.424","B"
"1685","1.259","B"
"1686","1.593","B"
"1687","1.371","B"
"1688","1.539","B"
"1689","1.988","B"
"1690","1.031","B"
"1691","1.874","B"
"1692","2.127","B"
"1693","1.693","B"
"1694","1.685","B"
"1695","1.575","B"
"1696","1.415","B"
"1697","1.069","B"
"1698","1.097","B"
"1699","1.42","B"
"1700","1","B"
"1701","1.076","B"
"1702","1.533","B"
"1703","0.537","B"
"1704","1.307","B"
"1705","1.304","B"
"1706","1.581","B"
"1707","1.758","B"
"1708","0.744","B"
"1709","1.29","B"
"1710","1.54","B"
"1711","1.588","B"
"1712","1.47","B"
"1713","0.881","B"
"1714","1.838","B"
"1715","1.472","B"
"1716","1.368","B"
"1717","0.642","B"
"1718","1.098","B"
"1719","0.963","B"
"1720","1.71","B"
"1721","1.312","B"
"1722","1.537","B"
"1723","1.274","B"
"1724","1.737","B"
"1725","2.358","B"
"1726","1.537","B"
"1727","1.421","B"
"1728","0.926","B"
"1729","1.535","B"
"1730","1.177","B"
"1731","1.49","B"
"1732","1.724","B"
"1733","1.974","B"
"1734","1.696","B"
"1735","1.882","B"
"1736","0.699","B"
"1737","2.133","B"
"1738","2.114","B"
"1739","1.505","B"
"1740","2.08","B"
"1741","1.623","B"
"1742","1.004","B"
"1743","1.5","B"
"1744","2.08","B"
"1745","1.644","B"
"1746","1.181","B"
"1747","1.244","B"
"1748","0.347","B"
"1749","1.546","B"
"1750","1.581","B"
"1751","2.326","B"
"1752","1.135","B"
"1753","1.598","B"
"1754","2.09","B"
"1755","2.069","B"
"1756","1.495","B"
"1757","1.695","B"
"1758","1.679","B"
"1759","1.907","B"
"1760","2.28","B"
"1761","1.35","B"
"1762","1.759","B"
"1763","1.919","B"
"1764","2.234","B"
"1765","1.941","B"
"1766","1.711","B"
"1767","0.952","B"
"1768","2.008","B"
"1769","2.035","B"
"1770","0.775","B"
"1771","2.416","B"
"1772","2.073","B"
"1773","1.37","B"
"1774","2.069","B"
"1775","1.185","B"
"1776","1.898","B"
"1777","1.243","B"
"1778","2.182","B"
"1779","0.372","B"
"1780","0.823","B"
"1781","1.756","B"
"1782","0.477","B"
"1783","1.226","B"
"1784","3.436","B"
"1785","1.227","B"
"1786","1.563","B"
"1787","1.503","B"
"1788","1.281","B"
"1789","0.887","B"
"1790","1.745","B"
"1791","1.337","B"
"1792","1.739","B"
"1793","1.889","B"
"1794","1.518","B"
"1795","1.675","B"
"1796","2.285","B"
"1797","1.739","B"
"1798","1.47","B"
"1799","2.072","B"
"1800","0.714","B"
"1801","1.016","B"
"1802","1.629","B"
"1803","0.65","B"
"1804","2.197","B"
"1805","1.628","B"
"1806","1.77","B"
"1807","1.611","B"
"1808","2.899","B"
"1809","1.45","B"
"1810","2.468","B"
"1811","2.033","B"
"1812","2.745","B"
"1813","2.066","B"
"1814","1.925","B"
"1815","0.701","B"
"1816","1.718","B"
"1817","2.565","B"
"1818","1.308","B"
"1819","0.978","B"
"1820","1.23","B"
"1821","1.333","B"
"1822","1.493","B"
"1823","1.748","B"
"1824","1.676","B"
"1825","1.206","B"
"1826","1.762","B"
"1827","2.007","B"
"1828","1.201","B"
"1829","1.548","B"
"1830","1.034","B"
"1831","1.672","B"
"1832","2.259","B"
"1833","1.401","B"
"1834","2.368","B"
"1835","1.624","B"
"1836","1.71","B"
"1837","1.494","B"
"1838","1.795","B"
"1839","1.625","B"
"1840","1.131","B"
"1841","1.627","B"
"1842","1.623","B"
"1843","2.029","B"
"1844","1.982","B"
"1845","1.981","B"
"1846","1.455","B"
"1847","0.831","B"
"1848","1.305","B"
"1849","0.889","B"
"1850","1.635","B"
"1851","1.606","B"
"1852","1.683","B"
"1853","1.277","B"
"1854","1.589","B"
"1855","0.671","B"
"1856","1.769","B"
"1857","2.136","B"
"1858","1.316","B"
"1859","0.926","B"
"1860","1.501","B"
"1861","1.068","B"
"1862","2.024","B"
"1863","1.758","B"
"1864","1.821","B"
"1865","1.69","B"
"1866","1.19","B"
"1867","2.317","B"
"1868","1.077","B"
"1869","2.673","B"
"1870","1.704","B"
"1871","0.824","B"
"1872","1.711","B"
"1873","1.864","B"
"1874","1.995","B"
"1875","1.92","B"
"1876","0.784","B"
"1877","1.389","B"
"1878","2.14","B"
"1879","0.491","B"
"1880","1.628","B"
"1881","2.288","B"
"1882","1.747","B"
"1883","1.942","B"
"1884","0.869","B"
"1885","1.628","B"
"1886","1.746","B"
"1887","0.477","B"
"1888","1.503","B"
"1889","2.418","B"
"1890","2.048","B"
"1891","1.86","B"
"1892","1.377","B"
"1893","1.573","B"
"1894","1.636","B"
"1895","1.815","B"
"1896","0.972","B"
"1897","1.94","B"
"1898","1.64","B"
"1899","1.864","B"
"1900","1.406","B"
"1901","2.091","B"
"1902","1.684","B"
"1903","1.945","B"
"1904","1.122","B"
"1905","1.446","B"
"1906","1.156","B"
"1907","1.314","B"
"1908","1.959","B"
"1909","2.436","B"
"1910","1.778","B"
"1911","1.736","B"
"1912","1.795","B"
"1913","0.922","B"
"1914","1.571","B"
"1915","1.705","B"
"1916","2.312","B"
"1917","0.88","B"
"1918","1.867","B"
"1919","1.158","B"
"1920","1.826","B"
"1921","1.538","B"
"1922","1.374","B"
"1923","1.153","B"
"1924","1.293","B"
"1925","1.085","B"
"1926","1.476","B"
"1927","0.928","B"
"1928","1.659","B"
"1929","0.898","B"
"1930","1.734","B"
"1931","2.383","B"
"1932","2.434","B"
"1933","1.329","B"
"1934","0.243","B"
"1935","2.006","B"
"1936","1.808","B"
"1937","1.659","B"
"1938","1.742","B"
"1939","2.765","B"
"1940","2.537","B"
"1941","1.58","B"
"1942","0.907","B"
"1943","1.801","B"
"1944","1.124","B"
"1945","1.791","B"
"1946","2.682","B"
"1947","1.711","B"
"1948","1.718","B"
"1949","1.202","B"
"1950","2.954","B"
"1951","1.28","B"
"1952","1.839","B"
"1953","1.694","B"
"1954","1.621","B"
"1955","1.659","B"
"1956","1.429","B"
"1957","0.962","B"
"1958","1.442","B"
"1959","1.579","B"
"1960","2.406","B"
"1961","1.498","B"
"1962","1.451","B"
"1963","0.809","B"
"1964","1.359","B"
"1965","1.726","B"
"1966","2.136","B"
"1967","1.455","B"
"1968","1.54","B"
"1969","1.908","B"
"1970","1.84","B"
"1971","0.441","B"
"1972","1.115","B"
"1973","0.806","B"
"1974","1.738","B"
"1975","3.107","B"
"1976","1.222","B"
"1977","1.505","B"
"1978","0.613","B"
"1979","1.173","B"
"1980","2.043","B"
"1981","1.614","B"
"1982","0.872","B"
"1983","2.139","B"
"1984","1.91","B"
"1985","1.078","B"
"1986","1.135","B"
"1987","1.461","B"
"1988","1.579","B"
"1989","0.518","B"
"1990","0.569","B"
"1991","1.549","B"
"1992","1.386","B"
"1993","1.848","B"
"1994","2.062","B"
"1995","1.762","B"
"1996","1.55","B"
"1997","1.676","B"
"1998","1.527","B"
"1999","2.596","B"
"2000","1.381","B"
"2001","1.359","C"
"2002","1.867","C"
"2003","1.594","C"
"2004","2.424","C"
"2005","1.441","C"
"2006","1.605","C"
"2007","1.402","C"
"2008","1.804","C"
"2009","1.185","C"
"2010","1.652","C"
"2011","1.378","C"
"2012","1.248","C"
"2013","0.909","C"
"2014","1.85","C"
"2015","2.091","C"
"2016","1.303","C"
"2017","2.05","C"
"2018","2.003","C"
"2019","1.377","C"
"2020","1.497","C"
"2021","1.502","C"
"2022","1.201","C"
"2023","1.504","C"
"2024","1.813","C"
"2025","1.039","C"
"2026","1.143","C"
"2027","1.991","C"
"2028","1.149","C"
"2029","1.872","C"
"2030","2.593","C"
"2031","1.512","C"
"2032","1.656","C"
"2033","1.759","C"
"2034","2.023","C"
"2035","1.855","C"
"2036","1.959","C"
"2037","1.389","C"
"2038","1.702","C"
"2039","1.958","C"
"2040","2.382","C"
"2041","1.925","C"
"2042","2.148","C"
"2043","1.359","C"
"2044","1.803","C"
"2045","1.287","C"
"2046","2.094","C"
"2047","0.706","C"
"2048","1.288","C"
"2049","1.736","C"
"2050","1.931","C"
"2051","1.664","C"
"2052","1.117","C"
"2053","2.355","C"
"2054","1.847","C"
"2055","1.413","C"
"2056","2.002","C"
"2057","1.37","C"
"2058","1.765","C"
"2059","2.004","C"
"2060","2.122","C"
"2061","1.471","C"
"2062","1.481","C"
"2063","1.802","C"
"2064","1.765","C"
"2065","1.788","C"
"2066","1.57","C"
"2067","1.402","C"
"2068","1.5","C"
"2069","1.807","C"
"2070","0.553","C"
"2071","1.393","C"
"2072","1.57","C"
"2073","2.109","C"
"2074","2.187","C"
"2075","1.333","C"
"2076","1.51","C"
"2077","1.843","C"
"2078","1.233","C"
"2079","1.888","C"
"2080","1.56","C"
"2081","2.561","C"
"2082","2.59","C"
"2083","1.901","C"
"2084","1.021","C"
"2085","1.38","C"
"2086","0.702","C"
"2087","1.429","C"
"2088","1.687","C"
"2089","2.536","C"
"2090","1.918","C"
"2091","2.425","C"
"2092","1.403","C"
"2093","1.149","C"
"2094","1.215","C"
"2095","1.389","C"
"2096","2.048","C"
"2097","1.873","C"
"2098","1.635","C"
"2099","1.593","C"
"2100","1.724","C"
"2101","1.59","C"
"2102","1.732","C"
"2103","1.763","C"
"2104","1.475","C"
"2105","1.537","C"
"2106","2.192","C"
"2107","2.528","C"
"2108","1.375","C"
"2109","1.244","C"
"2110","1.441","C"
"2111","1.86","C"
"2112","1.033","C"
"2113","2.183","C"
"2114","1.441","C"
"2115","1.409","C"
"2116","1.973","C"
"2117","1.643","C"
"2118","2.405","C"
"2119","2.061","C"
"2120","2.322","C"
"2121","1.794","C"
"2122","0.996","C"
"2123","1.405","C"
"2124","1.656","C"
"2125","1.894","C"
"2126","1.588","C"
"2127","0.982","C"
"2128","1.43","C"
"2129","2.227","C"
"2130","1.284","C"
"2131","1.265","C"
"2132","1.529","C"
"2133","2.186","C"
"2134","1.475","C"
"2135","1.89","C"
"2136","2.117","C"
"2137","1.766","C"
"2138","1.163","C"
"2139","1.551","C"
"2140","1.391","C"
"2141","1.779","C"
"2142","2.251","C"
"2143","2.132","C"
"2144","1.775","C"
"2145","1.658","C"
"2146","1.429","C"
"2147","2.003","C"
"2148","1.577","C"
"2149","1.325","C"
"2150","1.841","C"
"2151","1.567","C"
"2152","1.962","C"
"2153","1.467","C"
"2154","1.54","C"
"2155","1.285","C"
"2156","1.687","C"
"2157","1.852","C"
"2158","2.319","C"
"2159","2.217","C"
"2160","1.291","C"
"2161","0.702","C"
"2162","1.622","C"
"2163","1.706","C"
"2164","2.585","C"
"2165","1.345","C"
"2166","1.869","C"
"2167","1.449","C"
"2168","1.742","C"
"2169","2.479","C"
"2170","1.809","C"
"2171","2.564","C"
"2172","1.112","C"
"2173","1.659","C"
"2174","1.762","C"
"2175","1.872","C"
"2176","2.042","C"
"2177","2.185","C"
"2178","2.422","C"
"2179","1.998","C"
"2180","1.482","C"
"2181","1.528","C"
"2182","1.449","C"
"2183","2.442","C"
"2184","1.54","C"
"2185","1.611","C"
"2186","1.635","C"
"2187","0.945","C"
"2188","1.532","C"
"2189","1.717","C"
"2190","1.78","C"
"2191","2.452","C"
"2192","1.534","C"
"2193","2.402","C"
"2194","1.299","C"
"2195","2.432","C"
"2196","1.824","C"
"2197","1.721","C"
"2198","1.385","C"
"2199","1.847","C"
"2200","2.109","C"
"2201","1.562","C"
"2202","2.252","C"
"2203","1.683","C"
"2204","1.443","C"
"2205","1.431","C"
"2206","1.879","C"
"2207","1.297","C"
"2208","1.664","C"
"2209","2.197","C"
"2210","0.693","C"
"2211","1.572","C"
"2212","1.731","C"
"2213","2.006","C"
"2214","1.585","C"
"2215","1.139","C"
"2216","2.065","C"
"2217","1.079","C"
"2218","1.743","C"
"2219","2.27","C"
"2220","1.644","C"
"2221","1.554","C"
"2222","1.868","C"
"2223","1.372","C"
"2224","1.594","C"
"2225","2.415","C"
"2226","1.601","C"
"2227","1.979","C"
"2228","2.109","C"
"2229","1.968","C"
"2230","1.651","C"
"2231","1.792","C"
"2232","1.891","C"
"2233","1.347","C"
"2234","1.323","C"
"2235","1.98","C"
"2236","1.146","C"
"2237","1.935","C"
"2238","1.404","C"
"2239","1.621","C"
"2240","2.079","C"
"2241","1.338","C"
"2242","2.082","C"
"2243","1.604","C"
"2244","1.78","C"
"2245","2.014","C"
"2246","1.043","C"
"2247","2.295","C"
"2248","1.218","C"
"2249","1.676","C"
"2250","1.897","C"
"2251","1.58","C"
"2252","1.051","C"
"2253","2.44","C"
"2254","1.723","C"
"2255","2.228","C"
"2256","1.357","C"
"2257","2.386","C"
"2258","2.036","C"
"2259","1.287","C"
"2260","1.726","C"
"2261","1.991","C"
"2262","2.463","C"
"2263","2.413","C"
"2264","1.662","C"
"2265","1.287","C"
"2266","1.472","C"
"2267","2.014","C"
"2268","1.852","C"
"2269","2.04","C"
"2270","1.574","C"
"2271","1.905","C"
"2272","1.612","C"
"2273","1.888","C"
"2274","2.191","C"
"2275","1.481","C"
"2276","1.648","C"
"2277","1.6","C"
"2278","1.71","C"
"2279","2.107","C"
"2280","1.941","C"
"2281","1.351","C"
"2282","1.527","C"
"2283","2.019","C"
"2284","1.524","C"
"2285","2.23","C"
"2286","1.53","C"
"2287","2.045","C"
"2288","2.483","C"
"2289","1.445","C"
"2290","1.049","C"
"2291","2.056","C"
"2292","1.861","C"
"2293","1.792","C"
"2294","2.089","C"
"2295","1.619","C"
"2296","1.778","C"
"2297","1.47","C"
"2298","1.711","C"
"2299","2.137","C"
"2300","1.746","C"
"2301","1.056","C"
"2302","1.615","C"
"2303","2.57","C"
"2304","1.588","C"
"2305","1.483","C"
"2306","1.739","C"
"2307","1.741","C"
"2308","2.402","C"
"2309","2.06","C"
"2310","2.108","C"
"2311","1.482","C"
"2312","1.678","C"
"2313","1.945","C"
"2314","1.046","C"
"2315","0.77","C"
"2316","1.509","C"
"2317","2.726","C"
"2318","2.368","C"
"2319","2.145","C"
"2320","1.829","C"
"2321","1.779","C"
"2322","1.52","C"
"2323","1.812","C"
"2324","0.919","C"
"2325","1.955","C"
"2326","1.601","C"
"2327","0.656","C"
"2328","1.704","C"
"2329","1.812","C"
"2330","2.225","C"
"2331","1.227","C"
"2332","1.132","C"
"2333","1.421","C"
"2334","2.118","C"
"2335","1.373","C"
"2336","1.576","C"
"2337","1.817","C"
"2338","1.67","C"
"2339","1.414","C"
"2340","1.647","C"
"2341","1.639","C"
"2342","3.096","C"
"2343","1.756","C"
"2344","1.581","C"
"2345","1.948","C"
"2346","1.766","C"
"2347","1.493","C"
"2348","1.719","C"
"2349","1.281","C"
"2350","1.883","C"
"2351","1.14","C"
"2352","0.817","C"
"2353","0.896","C"
"2354","2.302","C"
"2355","2.325","C"
"2356","2.235","C"
"2357","1.419","C"
"2358","1.6","C"
"2359","1.116","C"
"2360","1.422","C"
"2361","1.223","C"
"2362","0.822","C"
"2363","1.484","C"
"2364","1.707","C"
"2365","1.653","C"
"2366","2.041","C"
"2367","1.503","C"
"2368","1.523","C"
"2369","1.648","C"
"2370","1.255","C"
"2371","1.058","C"
"2372","1.483","C"
"2373","1.834","C"
"2374","1.937","C"
"2375","1.691","C"
"2376","1.676","C"
"2377","1.987","C"
"2378","1.507","C"
"2379","1.321","C"
"2380","1.627","C"
"2381","1.574","C"
"2382","1.746","C"
"2383","2.227","C"
"2384","1.708","C"
"2385","2.157","C"
"2386","1.218","C"
"2387","1.46","C"
"2388","2.01","C"
"2389","0.832","C"
"2390","1.969","C"
"2391","1.952","C"
"2392","2.465","C"
"2393","2.219","C"
"2394","1.791","C"
"2395","1.401","C"
"2396","1.85","C"
"2397","2.372","C"
"2398","1.484","C"
"2399","2.43","C"
"2400","1.513","C"
"2401","1.592","C"
"2402","2.106","C"
"2403","1.248","C"
"2404","1.564","C"
"2405","1.801","C"
"2406","2.235","C"
"2407","1.458","C"
"2408","1.548","C"
"2409","1.396","C"
"2410","1.732","C"
"2411","1.501","C"
"2412","1.666","C"
"2413","1.343","C"
"2414","1.613","C"
"2415","1.864","C"
"2416","1.943","C"
"2417","1.208","C"
"2418","1.379","C"
"2419","1.621","C"
"2420","1.766","C"
"2421","1.964","C"
"2422","1.559","C"
"2423","1.712","C"
"2424","1.965","C"
"2425","2.119","C"
"2426","1.823","C"
"2427","2.014","C"
"2428","1.628","C"
"2429","1.135","C"
"2430","1.511","C"
"2431","2.622","C"
"2432","2.141","C"
"2433","1.137","C"
"2434","1.21","C"
"2435","1.84","C"
"2436","1.769","C"
"2437","1.354","C"
"2438","1.695","C"
"2439","1.876","C"
"2440","2.47","C"
"2441","1.584","C"
"2442","2.198","C"
"2443","1.118","C"
"2444","1.429","C"
"2445","1.119","C"
"2446","2.23","C"
"2447","1.52","C"
"2448","1.197","C"
"2449","1.895","C"
"2450","1.538","C"
"2451","2.227","C"
"2452","2.28","C"
"2453","1.779","C"
"2454","1.751","C"
"2455","2.123","C"
"2456","1.69","C"
"2457","1.933","C"
"2458","2.039","C"
"2459","1.85","C"
"2460","1.602","C"
"2461","2.223","C"
"2462","2.729","C"
"2463","2.013","C"
"2464","1.088","C"
"2465","1.833","C"
"2466","2.054","C"
"2467","2.042","C"
"2468","2.655","C"
"2469","1.718","C"
"2470","1.954","C"
"2471","2.121","C"
"2472","1.729","C"
"2473","2.234","C"
"2474","1.256","C"
"2475","1.997","C"
"2476","1.558","C"
"2477","1.643","C"
"2478","1.192","C"
"2479","1.388","C"
"2480","1.453","C"
"2481","1.347","C"
"2482","1.942","C"
"2483","1.414","C"
"2484","2.337","C"
"2485","1.415","C"
"2486","1.914","C"
"2487","1.339","C"
"2488","1.323","C"
"2489","2.224","C"
"2490","1.711","C"
"2491","1.791","C"
"2492","1.732","C"
"2493","1.733","C"
"2494","1.621","C"
"2495","1.742","C"
"2496","2.234","C"
"2497","1.803","C"
"2498","1.067","C"
"2499","1.978","C"
"2500","1.811","C"
"2501","0.989","C"
"2502","1.281","C"
"2503","2.824","C"
"2504","1.868","C"
"2505","1.032","C"
"2506","2.297","C"
"2507","1.214","C"
"2508","1.588","C"
"2509","2.232","C"
"2510","2.088","C"
"2511","2.016","C"
"2512","1.45","C"
"2513","1.416","C"
"2514","1.673","C"
"2515","1.146","C"
"2516","1.766","C"
"2517","2.517","C"
"2518","1.537","C"
"2519","1.721","C"
"2520","1.864","C"
"2521","1.416","C"
"2522","1.399","C"
"2523","1.294","C"
"2524","1.461","C"
"2525","2.202","C"
"2526","1.973","C"
"2527","2.017","C"
"2528","2.145","C"
"2529","2.27","C"
"2530","2.041","C"
"2531","1.973","C"
"2532","1.576","C"
"2533","1.767","C"
"2534","1.624","C"
"2535","1.474","C"
"2536","2.516","C"
"2537","2.342","C"
"2538","2.135","C"
"2539","1.918","C"
"2540","1.971","C"
"2541","1.616","C"
"2542","1.069","C"
"2543","1.28","C"
"2544","1.245","C"
"2545","2.124","C"
"2546","1.674","C"
"2547","1.701","C"
"2548","2.238","C"
"2549","1.513","C"
"2550","1.446","C"
"2551","1.519","C"
"2552","1.389","C"
"2553","1.025","C"
"2554","1.656","C"
"2555","1.799","C"
"2556","1.55","C"
"2557","1.357","C"
"2558","1.89","C"
"2559","1.118","C"
"2560","1.094","C"
"2561","0.89","C"
"2562","1.397","C"
"2563","2.053","C"
"2564","1.301","C"
"2565","1.381","C"
"2566","1.713","C"
"2567","2.12","C"
"2568","1.664","C"
"2569","1.648","C"
"2570","1.91","C"
"2571","1.765","C"
"2572","1.449","C"
"2573","2.05","C"
"2574","1.904","C"
"2575","2.105","C"
"2576","1.426","C"
"2577","2.367","C"
"2578","0.884","C"
"2579","1.596","C"
"2580","2.543","C"
"2581","2.534","C"
"2582","1.243","C"
"2583","2.128","C"
"2584","2.036","C"
"2585","1.5","C"
"2586","2.53","C"
"2587","1.906","C"
"2588","1.867","C"
"2589","1.737","C"
"2590","2.443","C"
"2591","1.663","C"
"2592","2.114","C"
"2593","1.926","C"
"2594","1.528","C"
"2595","1.585","C"
"2596","1.871","C"
"2597","1.821","C"
"2598","1.645","C"
"2599","1.661","C"
"2600","1.742","C"
"2601","1.641","C"
"2602","1.611","C"
"2603","1.41","C"
"2604","1.452","C"
"2605","1.286","C"
"2606","1.418","C"
"2607","2.13","C"
"2608","1.975","C"
"2609","1.438","C"
"2610","1.073","C"
"2611","1.492","C"
"2612","1.965","C"
"2613","2.256","C"
"2614","1.739","C"
"2615","1.498","C"
"2616","1.722","C"
"2617","2.297","C"
"2618","2.704","C"
"2619","1.188","C"
"2620","1.739","C"
"2621","1.951","C"
"2622","1.379","C"
"2623","1.923","C"
"2624","1.483","C"
"2625","1.471","C"
"2626","1.861","C"
"2627","1.876","C"
"2628","2.29","C"
"2629","2.128","C"
"2630","1.494","C"
"2631","1.862","C"
"2632","1.946","C"
"2633","1.408","C"
